,dataset,algorithm,split_number,pchembl_value,predicted,absolute_error
CHEMBL278110,rDHFR,modsar,1,4.46,4.589999999999989,0.12999999999998924
CHEMBL278345,rDHFR,modsar,1,4.43,4.217744288626908,0.21225571137309185
CHEMBL278515,rDHFR,modsar,1,6.37,5.495522867380171,0.8744771326198295
CHEMBL279679,rDHFR,modsar,1,7.76,7.4140467067049345,0.3459532932950653
CHEMBL280374,rDHFR,modsar,1,4.89,4.433542927028129,0.45645707297187066
CHEMBL284544,rDHFR,modsar,1,6.11,7.604551477072889,1.4945514770728883
CHEMBL285448,rDHFR,modsar,1,4.77,5.201893594608598,0.43189359460859844
CHEMBL287481,rDHFR,modsar,1,4.96,4.860665186139793,0.0993348138602066
CHEMBL287511,rDHFR,modsar,1,4.63,5.143384667702488,0.5133846677024883
CHEMBL287579,rDHFR,modsar,1,4.29,4.089999999999975,0.20000000000002505
CHEMBL288350,rDHFR,modsar,1,5.34,5.535091433406539,0.19509143340653878
CHEMBL291239,rDHFR,modsar,1,6.37,6.090269363243328,0.2797306367566721
CHEMBL292427,rDHFR,modsar,1,7.27,7.009712993445036,0.2602870065549636
CHEMBL292827,rDHFR,modsar,1,4.25,4.043675833754212,0.2063241662457882
CHEMBL293325,rDHFR,modsar,1,4.92,4.842652725231186,0.07734727476881353
CHEMBL293415,rDHFR,modsar,1,4.35,5.144376307207138,0.7943763072071386
CHEMBL300603,rDHFR,modsar,1,7.77,7.303262146842296,0.4667378531577038
CHEMBL301105,rDHFR,modsar,1,7.3,7.456773324127747,0.15677332412774714
CHEMBL301236,rDHFR,modsar,1,4.74,4.706079688246888,0.03392031175311239
CHEMBL303075,rDHFR,modsar,1,4.44,4.814730487767963,0.3747304877679625
CHEMBL30403,rDHFR,modsar,1,4.82,4.557409413988148,0.2625905860118527
CHEMBL305177,rDHFR,modsar,1,8.32,8.180000000000003,0.13999999999999702
CHEMBL306731,rDHFR,modsar,1,6.38,6.358182228825919,0.02181777117408057
CHEMBL30938,rDHFR,modsar,1,7.08,4.883363868418157,2.196636131581843
CHEMBL309743,rDHFR,modsar,1,7.7,6.852256098658558,0.8477439013414418
CHEMBL309792,rDHFR,modsar,1,6.3,7.759058704157819,1.459058704157819
CHEMBL310397,rDHFR,modsar,1,6.55,5.953837874209027,0.5961621257909728
CHEMBL311439,rDHFR,modsar,1,6.6,6.8180518451548044,0.2180518451548048
CHEMBL312348,rDHFR,modsar,1,7.25,6.836131350382139,0.41386864961786074
CHEMBL312667,rDHFR,modsar,1,7.7,7.7247787127648255,0.02477871276482535
CHEMBL31273,rDHFR,modsar,1,4.69,4.089999999999975,0.6000000000000254
CHEMBL313680,rDHFR,modsar,1,6.21,5.64446160210632,0.5655383978936799
CHEMBL315297,rDHFR,modsar,1,5.24,5.393303440128307,0.15330344012830643
CHEMBL320811,rDHFR,modsar,1,4.85,5.064696654769427,0.21469665476942712
CHEMBL32190,rDHFR,modsar,1,7.48,6.741807946739014,0.7381920532609865
CHEMBL32220,rDHFR,modsar,1,6.37,6.470047657574619,0.10004765757461875
CHEMBL322861,rDHFR,modsar,1,4.6,5.834268487852378,1.2342684878523782
CHEMBL3244846,rDHFR,modsar,1,7.49,7.75,0.2599999999999998
CHEMBL3244852,rDHFR,modsar,1,7.51,7.740000000000001,0.23000000000000131
CHEMBL3244853,rDHFR,modsar,1,8.12,8.180000000000003,0.06000000000000405
CHEMBL3244857,rDHFR,modsar,1,7.54,7.700000000000001,0.16000000000000103
CHEMBL3244862,rDHFR,modsar,1,5.57,6.24,0.6699999999999999
CHEMBL32708,rDHFR,modsar,1,6.46,6.046859988911282,0.4131400110887178
CHEMBL33187,rDHFR,modsar,1,5.54,6.009418474439026,0.46941847443902596
CHEMBL331986,rDHFR,modsar,1,5.11,5.471295060903385,0.3612950609033847
CHEMBL333424,rDHFR,modsar,1,4.24,4.800000000000011,0.5600000000000112
CHEMBL333791,rDHFR,modsar,1,6.96,6.649419935628693,0.31058006437130725
CHEMBL334198,rDHFR,modsar,1,4.32,4.719999999999999,0.3999999999999986
CHEMBL34259,rDHFR,modsar,1,8.56,8.28,0.28000000000000114
CHEMBL34293,rDHFR,modsar,1,5.09,5.298314173924266,0.20831417392426577
CHEMBL34378,rDHFR,modsar,1,4.6,5.273653395792382,0.6736533957923827
CHEMBL347223,rDHFR,modsar,1,7.43,7.889999999999999,0.4599999999999991
CHEMBL34775,rDHFR,modsar,1,8.55,7.7749116410120385,0.7750883589879622
CHEMBL349149,rDHFR,modsar,1,5.39,6.236611734205243,0.8466117342052435
CHEMBL35020,rDHFR,modsar,1,6.19,5.285692788951952,0.9043072110480486
CHEMBL35080,rDHFR,modsar,1,4.85,5.1981084153007515,0.34810841530075187
CHEMBL35569,rDHFR,modsar,1,5.48,5.7229061761375135,0.24290617613751309
CHEMBL357629,rDHFR,modsar,1,6.36,7.492475945955205,1.1324759459552043
CHEMBL358297,rDHFR,modsar,1,6.33,6.2631194330720055,0.0668805669279946
CHEMBL359454,rDHFR,modsar,1,6.82,6.2948567683139425,0.5251432316860578
CHEMBL366869,rDHFR,modsar,1,4.16,4.600000000000023,0.4400000000000226
CHEMBL366989,rDHFR,modsar,1,4.53,5.184761117439801,0.6547611174398007
CHEMBL367061,rDHFR,modsar,1,4.3,4.330525488216014,0.030525488216014196
CHEMBL367308,rDHFR,modsar,1,5.59,4.2380779630922545,1.3519220369077454
CHEMBL368065,rDHFR,modsar,1,4.23,4.676132769411262,0.44613276941126134
CHEMBL368645,rDHFR,modsar,1,6.33,7.404611284382826,1.0746112843828257
CHEMBL369501,rDHFR,modsar,1,4.15,5.8188802757359985,1.6688802757359982
CHEMBL370239,rDHFR,modsar,1,7.26,8.651891579115194,1.3918915791151942
CHEMBL38158,rDHFR,modsar,1,4.89,5.298314173924266,0.40831417392426594
CHEMBL38332,rDHFR,modsar,1,4.92,5.14738304056475,0.22738304056475034
CHEMBL389686,rDHFR,modsar,1,5.25,4.549151605909948,0.7008483940900518
CHEMBL409194,rDHFR,modsar,1,4.58,5.07,0.4900000000000002
CHEMBL413323,rDHFR,modsar,1,4.79,4.067874174185031,0.7221258258149694
CHEMBL418214,rDHFR,modsar,1,4.07,5.425338408417271,1.3553384084172704
CHEMBL418347,rDHFR,modsar,1,5.01,4.688690395540329,0.32130960445967105
CHEMBL420384,rDHFR,modsar,1,4.07,4.199935449508845,0.12993544950884495
CHEMBL431257,rDHFR,modsar,1,4.89,5.4291734828577205,0.5391734828577208
CHEMBL435553,rDHFR,modsar,1,4.24,5.64368281398204,1.4036828139820399
CHEMBL440334,rDHFR,modsar,1,4.82,4.494755025250386,0.325244974749614
CHEMBL444587,rDHFR,modsar,1,5.74,5.905469961211002,0.16546996121100221
CHEMBL478191,rDHFR,modsar,1,5.62,4.912574277619007,0.707425722380993
CHEMBL478192,rDHFR,modsar,1,4.83,5.466208206732894,0.6362082067328938
CHEMBL48203,rDHFR,modsar,1,5.27,5.0495310060462275,0.22046899395377206
CHEMBL493718,rDHFR,modsar,1,8.19,7.799308863600304,0.39069113639969544
CHEMBL514219,rDHFR,modsar,1,5.23,4.910319114349401,0.31968088565059904
CHEMBL515312,rDHFR,modsar,1,5.19,5.52559180959833,0.3355918095983297
CHEMBL51706,rDHFR,modsar,1,6.24,7.158104417241917,0.918104417241917
CHEMBL52688,rDHFR,modsar,1,7.435,7.457951275185424,0.022951275185424613
CHEMBL53902,rDHFR,modsar,1,5.64,5.038296807420408,0.6017031925795919
CHEMBL54007,rDHFR,modsar,1,4.99,4.615912713257587,0.3740872867424132
CHEMBL54523,rDHFR,modsar,1,6.38,6.776385440328853,0.3963854403288529
CHEMBL54618,rDHFR,modsar,1,6.85,6.832029224941001,0.017970775058998356
CHEMBL54732,rDHFR,modsar,1,7.24,7.319999999999993,0.07999999999999297
CHEMBL55903,rDHFR,modsar,1,5.77,4.849124126195747,0.9208758738042526
CHEMBL561644,rDHFR,modsar,1,4.6,4.600000000000023,2.3092638912203256e-14
CHEMBL565020,rDHFR,modsar,1,4.6,4.600000000000023,2.3092638912203256e-14
CHEMBL56861,rDHFR,modsar,1,4.76,3.7106246955967137,1.049375304403286
CHEMBL57377,rDHFR,modsar,1,4.37,4.534713458685902,0.1647134586859016
CHEMBL57458,rDHFR,modsar,1,4.36,4.260144679047374,0.09985532095262606
CHEMBL57459,rDHFR,modsar,1,4.74,5.06685559308427,0.3268555930842698
CHEMBL57682,rDHFR,modsar,1,7.06,6.3,0.7599999999999998
CHEMBL57807,rDHFR,modsar,1,4.21,4.4887504509416365,0.27875045094163653
CHEMBL58550,rDHFR,modsar,1,4.82,4.638157733136863,0.18184226686313743
CHEMBL589525,rDHFR,modsar,1,5.09,5.042570072933011,0.047429927066988675
CHEMBL59369,rDHFR,modsar,1,4.46,4.408143445641465,0.05185655435853498
CHEMBL594320,rDHFR,modsar,1,4.99,4.92,0.07000000000000028
CHEMBL594790,rDHFR,modsar,1,4.33,4.51,0.17999999999999972
CHEMBL596742,rDHFR,modsar,1,5.12,5.464753872487061,0.34475387248706113
CHEMBL597770,rDHFR,modsar,1,5.52,5.076748127844434,0.4432518721555656
CHEMBL597962,rDHFR,modsar,1,5.96,4.951782061672952,1.0082179383270482
CHEMBL598293,rDHFR,modsar,1,4.18,4.261947708763745,0.08194770876374502
CHEMBL600413,rDHFR,modsar,1,4.43,4.586940132717096,0.1569401327170965
CHEMBL603849,rDHFR,modsar,1,5.02,4.82,0.1999999999999993
CHEMBL604709,rDHFR,modsar,1,4.61,4.8999999999999915,0.28999999999999115
CHEMBL605782,rDHFR,modsar,1,4.51,4.400000000000006,0.1099999999999941
CHEMBL606039,rDHFR,modsar,1,4.99,4.73,0.2599999999999998
CHEMBL607583,rDHFR,modsar,1,5.07,4.961870872331266,0.10812912766873417
CHEMBL60883,rDHFR,modsar,1,4.54,4.59441232007155,0.054412320071549836
CHEMBL611984,rDHFR,modsar,1,4.61,4.252651367790452,0.3573486322095487
CHEMBL61356,rDHFR,modsar,1,5.2,4.89401665122982,0.3059833487701802
CHEMBL61857,rDHFR,modsar,1,5.69,4.87790168755946,0.8120983124405408
CHEMBL6552,rDHFR,modsar,1,4.24,5.242800437484688,1.0028004374846882
CHEMBL6772,rDHFR,modsar,1,6.7,5.593176008204213,1.1068239917957872
CHEMBL6823,rDHFR,modsar,1,5.52,6.124806700760099,0.6048067007600997
CHEMBL6841,rDHFR,modsar,1,7.89,7.1774046798320565,0.7125953201679431
CHEMBL6950,rDHFR,modsar,1,5.03,4.95389616706555,0.07610383293445011
CHEMBL6970,rDHFR,modsar,1,6.74,6.882254131421337,0.14225413142133636
CHEMBL69713,rDHFR,modsar,1,8.33,8.427676770471903,0.09767677047190304
CHEMBL6975,rDHFR,modsar,1,8.0,7.6555488189052365,0.34445118109476347
CHEMBL6979,rDHFR,modsar,1,8.15,5.72077554972892,2.4292244502710805
CHEMBL7134,rDHFR,modsar,1,7.7,6.334732397072661,1.3652676029273394
CHEMBL7170,rDHFR,modsar,1,6.57,5.9014044021675645,0.6685955978324358
CHEMBL7176,rDHFR,modsar,1,8.3,8.11537746519784,0.18462253480216084
CHEMBL7275,rDHFR,modsar,1,5.0,4.826550182185478,0.17344981781452162
CHEMBL77409,rDHFR,modsar,1,5.96,6.911317156703476,0.9513171567034764
CHEMBL78022,rDHFR,modsar,1,7.59,6.154602789500216,1.4353972104997839
CHEMBL78631,rDHFR,modsar,1,5.64,6.461563225241457,0.8215632252414578
CHEMBL79279,rDHFR,modsar,1,5.51,5.004327811555042,0.505672188444958
CHEMBL79465,rDHFR,modsar,1,5.41,4.076659963237281,1.3333400367627188
CHEMBL80065,rDHFR,modsar,1,7.46,7.545751486694183,0.08575148669418287
CHEMBL80066,rDHFR,modsar,1,7.43,7.0149288062176565,0.41507119378234325
CHEMBL80746,rDHFR,modsar,1,6.36,6.09302615463256,0.2669738453674402
CHEMBL81995,rDHFR,modsar,1,7.39,5.388991135934575,2.001008864065425
CHEMBL82936,rDHFR,modsar,1,5.89,5.973383079583362,0.08338307958336255
CHEMBL83883,rDHFR,modsar,1,6.3,6.00441866570475,0.2955813342952496
CHEMBL84069,rDHFR,modsar,1,5.8,5.853222342665184,0.05322234266518411
CHEMBL85576,rDHFR,modsar,1,5.43,4.905607085916773,0.5243929140832266
CHEMBL87730,rDHFR,modsar,1,5.21,5.5769784828293885,0.3669784828293885
CHEMBL102967,rDHFR,modsar,1,8.05,7.964901738759142,0.08509826124085862
CHEMBL102996,rDHFR,modsar,1,8.51,8.091047258247631,0.41895274175236885
CHEMBL103086,rDHFR,modsar,1,7.89,8.514630853499188,0.6246308534991885
CHEMBL103108,rDHFR,modsar,1,4.53,5.4259050082132045,0.8959050082132043
CHEMBL103203,rDHFR,modsar,1,4.52,5.8014746374008785,1.281474637400879
CHEMBL105323,rDHFR,modsar,1,4.49,5.281526975611754,0.7915269756117542
CHEMBL107023,rDHFR,modsar,1,5.51,4.5899806075709,0.9200193924290998
CHEMBL115474,rDHFR,modsar,1,6.18,6.592547699037168,0.4125476990371686
CHEMBL115788,rDHFR,modsar,1,6.96,6.921454660968848,0.03854533903115165
CHEMBL116637,rDHFR,modsar,1,5.89,6.608313731504334,0.7183137315043346
CHEMBL116650,rDHFR,modsar,1,4.47,4.791481553901314,0.3214815539013145
CHEMBL116815,rDHFR,modsar,1,6.08,6.4736519270344965,0.3936519270344965
CHEMBL118877,rDHFR,modsar,1,5.06,4.603227731974135,0.45677226802586457
CHEMBL121868,rDHFR,modsar,1,6.59,7.034636230682902,0.44463623068290214
CHEMBL122998,rDHFR,modsar,1,5.34,5.538345340417787,0.19834534041778706
CHEMBL123122,rDHFR,modsar,1,7.42,7.006070558614851,0.4139294413851493
CHEMBL13673,rDHFR,modsar,1,4.57,4.812207625032173,0.2422076250321723
CHEMBL137942,rDHFR,modsar,1,8.22,6.976407358200753,1.243592641799248
CHEMBL138252,rDHFR,modsar,1,6.09,5.819999999999936,0.2700000000000635
CHEMBL138625,rDHFR,modsar,1,5.72,6.739640144387184,1.0196401443871839
CHEMBL140597,rDHFR,modsar,1,6.06,5.819999999999936,0.24000000000006327
CHEMBL141585,rDHFR,modsar,1,5.96,5.819999999999936,0.14000000000006363
CHEMBL141808,rDHFR,modsar,1,5.85,6.627517553062232,0.777517553062232
CHEMBL14201,rDHFR,modsar,1,4.15,4.7463436602227285,0.5963436602227281
CHEMBL142741,rDHFR,modsar,1,6.55,6.835601697538057,0.2856016975380573
CHEMBL145005,rDHFR,modsar,1,4.93,5.656086670139291,0.7260866701392912
CHEMBL145169,rDHFR,modsar,1,4.89,5.647289413897902,0.7572894138979027
CHEMBL145528,rDHFR,modsar,1,6.59,5.948567598193559,0.6414324018064406
CHEMBL162270,rDHFR,modsar,1,4.28,7.285558813804498,3.005558813804498
CHEMBL17235,rDHFR,modsar,1,4.59,4.449999999999989,0.14000000000001123
CHEMBL17383,rDHFR,modsar,1,5.89,4.690000000000055,1.199999999999945
CHEMBL174091,rDHFR,modsar,1,4.82,4.600000000000092,0.21999999999990827
CHEMBL174617,rDHFR,modsar,1,4.4,4.722762777203789,0.32276277720378843
CHEMBL174633,rDHFR,modsar,1,5.47,4.755640152457531,0.7143598475424691
CHEMBL174954,rDHFR,modsar,1,4.8,5.729152757280426,0.9291527572804261
CHEMBL175577,rDHFR,modsar,1,5.34,4.149999999999977,1.1900000000000226
CHEMBL177796,rDHFR,modsar,1,5.23,5.02683144140848,0.2031685585915204
CHEMBL178684,rDHFR,modsar,1,5.79,6.035702068533485,0.2457020685334852
CHEMBL179131,rDHFR,modsar,1,6.64,5.6596632362860255,0.9803367637139742
CHEMBL179319,rDHFR,modsar,1,7.74,6.695542556461748,1.0444574435382519
CHEMBL189953,rDHFR,modsar,1,7.85,7.029999999999973,0.8200000000000269
CHEMBL190199,rDHFR,modsar,1,8.66,8.659999999999968,3.197442310920451e-14
CHEMBL190486,rDHFR,modsar,1,8.04,7.21016823346206,0.8298317665379393
CHEMBL190807,rDHFR,modsar,1,6.13,6.240000000000009,0.1100000000000092
CHEMBL191071,rDHFR,modsar,1,6.2,5.022109691364355,1.1778903086356456
CHEMBL192835,rDHFR,modsar,1,8.4,8.659999999999968,0.2599999999999678
CHEMBL19633,rDHFR,modsar,1,4.11,4.3083838960116045,0.19838389601160422
CHEMBL2114205,rDHFR,modsar,1,5.19,5.189999999999998,2.6645352591003757e-15
CHEMBL22434,rDHFR,modsar,1,5.09,5.235528000714263,0.14552800071426297
CHEMBL22477,rDHFR,modsar,1,4.22,4.503700702999607,0.2837007029996075
CHEMBL22543,rDHFR,modsar,1,6.33,5.48666666666664,0.8433333333333604
CHEMBL22672,rDHFR,modsar,1,6.52,5.504471999285737,1.0155280007142622
CHEMBL227065,rDHFR,modsar,1,5.09,5.458410832939958,0.3684108329399578
CHEMBL23227,rDHFR,modsar,1,7.64,7.044335503110819,0.5956644968891807
CHEMBL23286,rDHFR,modsar,1,4.44,5.008199337085179,0.5681993370851783
CHEMBL23454,rDHFR,modsar,1,6.34,6.526179647573127,0.18617964757312677
CHEMBL23532,rDHFR,modsar,1,8.68,7.08560261734823,1.5943973826517697
CHEMBL23657,rDHFR,modsar,1,5.24,5.791019031687658,0.551019031687658
CHEMBL23713,rDHFR,modsar,1,6.82,7.369813141502592,0.5498131415025913
CHEMBL2382316,rDHFR,modsar,1,6.12,5.543244378613878,0.5767556213861225
CHEMBL2382317,rDHFR,modsar,1,5.77,5.554492092797137,0.21550790720286273
CHEMBL2382321,rDHFR,modsar,1,5.48,5.690859528803958,0.2108595288039572
CHEMBL2382324,rDHFR,modsar,1,5.96,5.365154456754592,0.5948455432454081
CHEMBL2382329,rDHFR,modsar,1,8.43,7.990490829715181,0.4395091702848184
CHEMBL2382332,rDHFR,modsar,1,7.14,7.692076911221673,0.5520769112216737
CHEMBL2382333,rDHFR,modsar,1,6.21,5.48666666666664,0.7233333333333603
CHEMBL23919,rDHFR,modsar,1,6.06,5.68821952797291,0.37178047202708964
CHEMBL24007,rDHFR,modsar,1,6.72,6.722419914155362,0.00241991415536269
CHEMBL24374,rDHFR,modsar,1,4.51,4.409111924669296,0.10088807533070376
CHEMBL24430,rDHFR,modsar,1,4.41,4.251518469564054,0.15848153043594593
CHEMBL25888,rDHFR,modsar,1,5.35,4.414791417168234,0.9352085828317653
CHEMBL266320,rDHFR,modsar,1,6.25,5.806045302211503,0.44395469778849694
CHEMBL267616,rDHFR,modsar,1,7.2,6.930617178400489,0.2693828215995113
CHEMBL267928,rDHFR,modsar,1,5.28,5.819999999999936,0.5399999999999361
CHEMBL268310,rDHFR,modsar,1,7.64,6.896493272926447,0.7435067270735525
CHEMBL268355,rDHFR,modsar,1,6.96,6.970036062028177,0.010036062028176751
CHEMBL274430,rDHFR,modsar,1,4.25,4.578424952028479,0.3284249520284792
CHEMBL278013,rDHFR,modsar,1,5.52,5.043044510585146,0.4769554894148538
CHEMBL278110,rDHFR,modsar,1,4.46,4.405497446743262,0.054502553256737585
CHEMBL279983,rDHFR,modsar,1,6.67,7.091620854828197,0.42162085482819744
CHEMBL281962,rDHFR,modsar,1,4.09,4.689999999999998,0.5999999999999979
CHEMBL282948,rDHFR,modsar,1,6.89,7.233875476382922,0.34387547638292215
CHEMBL285279,rDHFR,modsar,1,5.49,5.207869538522959,0.282130461477041
CHEMBL286820,rDHFR,modsar,1,5.07,5.106322956346712,0.036322956346711344
CHEMBL289904,rDHFR,modsar,1,4.92,4.8680796033080185,0.05192039669198145
CHEMBL290806,rDHFR,modsar,1,4.68,4.891648986866926,0.21164898686692624
CHEMBL296382,rDHFR,modsar,1,6.49,6.568882519437506,0.07888251943750557
CHEMBL298538,rDHFR,modsar,1,5.15,5.1848048050423206,0.0348048050423202
CHEMBL298819,rDHFR,modsar,1,4.58,5.3543914450062235,0.7743914450062235
CHEMBL299927,rDHFR,modsar,1,6.8,5.430000000000007,1.369999999999993
CHEMBL300419,rDHFR,modsar,1,5.3,4.969966921109828,0.33003307889017197
CHEMBL301105,rDHFR,modsar,1,7.3,7.161086456839369,0.13891354316063076
CHEMBL302633,rDHFR,modsar,1,4.33,4.600000000000023,0.27000000000002267
CHEMBL303654,rDHFR,modsar,1,8.31,8.104994912995032,0.20500508700496844
CHEMBL305177,rDHFR,modsar,1,8.32,7.754751244298366,0.5652487557016341
CHEMBL305253,rDHFR,modsar,1,8.48,8.31927931481586,0.16072068518414007
CHEMBL309371,rDHFR,modsar,1,4.39,4.185214514277499,0.20478548572250066
CHEMBL310062,rDHFR,modsar,1,6.82,5.631396058750427,1.188603941249573
CHEMBL310807,rDHFR,modsar,1,6.96,6.262634417109439,0.6973655828905612
CHEMBL311930,rDHFR,modsar,1,6.42,8.088579780695664,1.668579780695664
CHEMBL312556,rDHFR,modsar,1,8.1,7.16740884628838,0.9325911537116198
CHEMBL312667,rDHFR,modsar,1,7.7,7.741746062798384,0.04174606279838411
CHEMBL313034,rDHFR,modsar,1,6.41,6.077149118359881,0.3328508816401188
CHEMBL314387,rDHFR,modsar,1,5.48,5.243161699922809,0.2368383000771912
CHEMBL318601,rDHFR,modsar,1,4.96,4.22,0.7400000000000002
CHEMBL31891,rDHFR,modsar,1,7.82,4.3179115567646225,3.502088443235378
CHEMBL32113,rDHFR,modsar,1,7.24,6.8547645133761606,0.38523548662383966
CHEMBL32220,rDHFR,modsar,1,6.37,6.151444755955171,0.21855524404482907
CHEMBL32266,rDHFR,modsar,1,5.47,5.8380598896676,0.3680598896676006
CHEMBL323359,rDHFR,modsar,1,8.12,7.872719493216906,0.24728050678309366
CHEMBL3244851,rDHFR,modsar,1,8.47,7.754751244298366,0.7152487557016345
CHEMBL3244853,rDHFR,modsar,1,8.12,8.180822788593135,0.06082278859313561
CHEMBL3244854,rDHFR,modsar,1,8.82,8.104994912995032,0.7150050870049682
CHEMBL3244858,rDHFR,modsar,1,7.7,7.747275916380493,0.04727591638049322
CHEMBL326200,rDHFR,modsar,1,5.74,4.998069756965181,0.7419302430348189
CHEMBL327066,rDHFR,modsar,1,6.92,7.915058372307643,0.9950583723076427
CHEMBL331682,rDHFR,modsar,1,4.77,4.149999999999977,0.6200000000000223
CHEMBL33208,rDHFR,modsar,1,5.48,5.799462706244171,0.3194627062441704
CHEMBL333791,rDHFR,modsar,1,6.96,6.818982413795808,0.14101758620419158
CHEMBL334198,rDHFR,modsar,1,4.32,5.152366390932526,0.8323663909325258
CHEMBL33922,rDHFR,modsar,1,4.6,5.279219274974342,0.6792192749743426
CHEMBL34641,rDHFR,modsar,1,5.19,5.175589857772364,0.014410142227636591
CHEMBL34775,rDHFR,modsar,1,8.55,7.1160705196002425,1.4339294803997582
CHEMBL35222,rDHFR,modsar,1,7.52,7.479282548939456,0.040717451060543475
CHEMBL356279,rDHFR,modsar,1,6.1,5.829328486303388,0.2706715136966116
CHEMBL356490,rDHFR,modsar,1,6.92,6.915381585745345,0.0046184142546552565
CHEMBL358003,rDHFR,modsar,1,5.64,5.725474832490151,0.08547483249015109
CHEMBL36,rDHFR,modsar,1,5.64,7.819999999999992,2.1799999999999926
CHEMBL366989,rDHFR,modsar,1,4.53,5.33109877829516,0.8010987782951595
CHEMBL367061,rDHFR,modsar,1,4.3,4.600000000000092,0.3000000000000922
CHEMBL367882,rDHFR,modsar,1,5.22,5.791056307051914,0.5710563070519141
CHEMBL37696,rDHFR,modsar,1,5.58,4.979936647822118,0.600063352177882
CHEMBL38158,rDHFR,modsar,1,4.89,5.145191776744903,0.255191776744903
CHEMBL389686,rDHFR,modsar,1,5.25,5.103737436333561,0.14626256366643897
CHEMBL415962,rDHFR,modsar,1,7.74,7.106399580279974,0.6336004197200262
CHEMBL418347,rDHFR,modsar,1,5.01,4.779255730460326,0.23074426953967375
CHEMBL420172,rDHFR,modsar,1,4.72,5.152378985459975,0.4323789854599749
CHEMBL420224,rDHFR,modsar,1,7.48,7.474615186831246,0.005384813168754832
CHEMBL420393,rDHFR,modsar,1,6.46,6.266362311636138,0.19363768836386175
CHEMBL421319,rDHFR,modsar,1,6.41,6.31486851982625,0.09513148017374995
CHEMBL435479,rDHFR,modsar,1,6.64,5.783997024524311,0.8560029754756888
CHEMBL435553,rDHFR,modsar,1,4.24,5.595997123856657,1.3559971238566568
CHEMBL440946,rDHFR,modsar,1,5.095,4.7871917873460115,0.3078082126539883
CHEMBL441062,rDHFR,modsar,1,4.83,5.409364373455473,0.5793643734554728
CHEMBL441616,rDHFR,modsar,1,4.82,4.544778299807248,0.27522170019275194
CHEMBL445359,rDHFR,modsar,1,7.32,7.674820885741417,0.35482088574141635
CHEMBL455012,rDHFR,modsar,1,7.8,7.727876666145679,0.07212333385432057
CHEMBL461523,rDHFR,modsar,1,9.4,4.690000000000055,4.709999999999946
CHEMBL464048,rDHFR,modsar,1,7.59,7.755504130414289,0.16550413041428946
CHEMBL476548,rDHFR,modsar,1,7.22,7.220000000000027,2.7533531010703882e-14
CHEMBL476751,rDHFR,modsar,1,6.73,4.71500000000006,2.01499999999994
CHEMBL478403,rDHFR,modsar,1,5.7,5.290369814565896,0.40963018543410445
CHEMBL492895,rDHFR,modsar,1,8.28,7.090973343781564,1.1890266562184353
CHEMBL493718,rDHFR,modsar,1,8.19,7.916853357615384,0.2731466423846154
CHEMBL50514,rDHFR,modsar,1,8.12,7.063973901870808,1.0560260981291911
CHEMBL521672,rDHFR,modsar,1,8.32,7.114917938310246,1.2050820616897546
CHEMBL52433,rDHFR,modsar,1,7.98,7.31676578950545,0.6632342104945508
CHEMBL52777,rDHFR,modsar,1,7.14,6.4981105676827715,0.6418894323172282
CHEMBL52947,rDHFR,modsar,1,6.55,6.591203328041752,0.04120332804175231
CHEMBL532231,rDHFR,modsar,1,7.92,6.982670668250679,0.9373293317493205
CHEMBL53693,rDHFR,modsar,1,7.76,7.319920839901041,0.44007916009895887
CHEMBL53872,rDHFR,modsar,1,8.12,7.971057450805019,0.14894254919498007
CHEMBL53902,rDHFR,modsar,1,5.64,4.712659894430267,0.9273401055697326
CHEMBL54523,rDHFR,modsar,1,6.38,6.608002257376919,0.22800225737691893
CHEMBL54792,rDHFR,modsar,1,7.46,7.143941970485017,0.3160580295149833
CHEMBL55526,rDHFR,modsar,1,5.46,4.906135297534641,0.5538647024653587
CHEMBL55584,rDHFR,modsar,1,6.36,4.973744973095213,1.386255026904787
CHEMBL55903,rDHFR,modsar,1,5.77,5.092389474512085,0.677610525487915
CHEMBL56325,rDHFR,modsar,1,4.8,4.6625037831953495,0.1374962168046503
CHEMBL56456,rDHFR,modsar,1,4.57,4.9894510447832685,0.4194510447832682
CHEMBL565059,rDHFR,modsar,1,4.6,4.600000000000092,9.237055564881302e-14
CHEMBL56709,rDHFR,modsar,1,4.55,5.011414211260873,0.46141421126087323
CHEMBL56719,rDHFR,modsar,1,4.31,4.311007314016036,0.001007314016036709
CHEMBL57458,rDHFR,modsar,1,4.36,4.598615804742891,0.23861580474289035
CHEMBL57807,rDHFR,modsar,1,4.21,4.979536301476338,0.7695363014763377
CHEMBL58481,rDHFR,modsar,1,4.96,4.729236453188185,0.230763546811815
CHEMBL589525,rDHFR,modsar,1,5.09,4.975075322812534,0.11492467718746546
CHEMBL59416,rDHFR,modsar,1,4.83,4.286504904634534,0.5434950953654658
CHEMBL594339,rDHFR,modsar,1,4.46,4.657713396661361,0.1977133966613609
CHEMBL596681,rDHFR,modsar,1,4.37,4.234530864671211,0.13546913532878868
CHEMBL597383,rDHFR,modsar,1,5.32,5.187591803044591,0.13240819695540917
CHEMBL597771,rDHFR,modsar,1,4.61,4.8843284468705495,0.27432844687054914
CHEMBL597961,rDHFR,modsar,1,6.18,5.206607554421754,0.9733924455782459
CHEMBL597962,rDHFR,modsar,1,5.96,5.170820289588107,0.7891797104118927
